ROUTEID,ROUTENAME,ROADTYPE,BLOCKKEY,TOTALTRAVELLANES,TOTALTRAVELLANEWIDTH,TOTALTRAVELLANESINBOUND,TOTALTRAVELLANESOUTBOUND,SUMMARYDIRECTION,FHWAFUNCTIONALCLASS,NHSCODE,OWNERSHIP,SPEEDLIMITS_IB,SPEEDLIMITS_OB,STREETNAME,STREETTYPE,BLOCKID,DCFUNCTIONALCLASS,NHSTYPE,WARD_ID,ANC_ID,SMD_ID,BLOCK_NAME,ROAD,START,END,MIDPOINT,ADDRESS,MAR_ID,SURFACE_TYPE,OBJECTID,SHAPE,DC_MAINTENANCE_OPERATIONS,MAINTENANCE_OPERATIONS,SHAPELEN
11037892,FOXHALL RD NW,1,e9cc6e90423eb3ff758c81f42e540aa5,2,18,1,1,BD,4,,1,,25,FOXHALL,RD,11037892-11020992_11037892-11037892_11053042,16,,3,3D,3D01,3040 - 3099 BLOCK OF FOXHALL ROAD NW,FOXHALL ROAD NW,3040,3099,3070,"3070 FOXHALL ROAD NW WASHINGTON, DC",810894,7,2780550,,1,1,0
11004902,49TH ST NW,1,96d447afcd55d40004540b2774bb07bd,2,16,1,1,BD,5,,1,,20,49TH,ST,11004902-11004902_11094382-11004902_11073322,17,,3,3D,3D02,3634 - 3699 BLOCK OF 49TH STREET NW,49TH STREET NW,3634,3699,3667,"3667 49TH STREET NW WASHINGTON, DC",800183,4,2780551,,1,1,0
11001102,11TH ST NW,1,a93d739d0db23dc3ebce05cb780d1b30,2,18,1,1,BD,5,,1,,30,11TH,ST,11001102-11001102_11087232-11001102_11088462,17,,1,1B,1B02,2000 - 2099 BLOCK OF 11TH STREET NW,11TH STREET NW,2000,2099,2050,"2050 11TH STREET NW WASHINGTON, DC",801192,6,2780552,,1,1,0
11064282,NEW JERSEY AVE NW,1,acde7eec82dc51da9d219725abc54455,3,36,1,2,BD,4,,1,,25,NEW JERSEY,AVE,11064282-11064282_11091132-11064282_11074162,16,,2,2G,2G03,1624 - 1699 BLOCK OF NEW JERSEY AVENUE NW,NEW JERSEY AVENUE NW,1624,1699,1662,"1662 NEW JERSEY AVENUE NW WASHINGTON, DC",803116,7,2780553,,1,1,0
11003202,32ND ST NW,1,864c412346d68e289bef5488446589ec,2,18,1,1,BD,7,,1,,20,32ND,ST,11003202-11003202_11009492-11003202_11010662,19,,3,3F,3F02,4500 - 4529 BLOCK OF 32ND STREET NW,32ND STREET NW,4500,4529,4515,"4515 32ND STREET NW WASHINGTON, DC",808200,0,2780554,,1,1,0
11059732,MAUD ST NW,1,4b9ac033d586653a84eaf5dedf83bacd,2,16,1,1,BD,7,,1,,20,MAUD,ST,11059732-11058692_11059732-11059732_11091712,19,,3,3D,3D03,3316 - 3339 BLOCK OF MAUD STREET NW,MAUD STREET NW,3316,3339,3328,"3328 MAUD STREET NW WASHINGTON, DC",800481,0,2780555,,1,1,0
11025352,CONSTITUTION AVE NW,1,ab1d912af21a1b2988bd379e1e0d8df8,5,52,3,2,BD,4,,3,,20,CONSTITUTION,AVE,11025352-11025352_11064282-11000102_11025352,16,,6,6C,6C02,4 - 99 BLOCK OF CONSTITUTION AVENUE NW,CONSTITUTION AVENUE NW,4,99,52,"52 CONSTITUTION AVENUE NW WASHINGTON, DC",814379,7,2780556,,1,1,0
11067792,OREGON AVE NW,1,30d78264ed64ac7809525c880684cd2a,2,22,1,1,BD,5,,1,,25,OREGON,AVE,11067792-11022812_11067792_11094082_61067792C_61067792C_61067792C-11029772_11067792,17,,4,3/4G,3/4G01,6852 - 6899 BLOCK OF OREGON AVENUE NW,OREGON AVENUE NW,6852,6899,6876,"6876 OREGON AVENUE NW WASHINGTON, DC",804885,7,2780557,,1,1,0
11004002,40TH ST NW,1,75d329799fb37d39c193155c02f69c58,2,16,1,1,BD,7,,1,,20,40TH,ST,11004002-11004002_11091192-11004002_11094052,19,,3,3A,3A04,4300 - 4399 BLOCK OF 40TH STREET NW,40TH STREET NW,4300,4399,4350,"4350 40TH STREET NW WASHINGTON, DC",801285,0,2780558,,1,1,0
11001202,12TH ST NW,1,dc0edd871cea09328345c41aa5264a5b,2,16,1,1,BD,7,,1,,20,12TH,ST,11001202-11001202_11035422-11001202_11036462,19,,4,4A,4A03,7300 - 7317 BLOCK OF 12TH STREET NW,12TH STREET NW,7300,7317,7309,"7309 12TH STREET NW WASHINGTON, DC",803793,0,2780559,,1,1,0
11043942,HAWTHORNE PL NW,1,e983199ae3f1a2542c78f421e14772b3,2,16,1,1,BD,7,,1,,20,HAWTHORNE,PL,11043942-00001-11020992_11043942,19,,3,3D,3D04,5400 - 5499 BLOCK OF HAWTHORNE PLACE NW,HAWTHORNE PLACE NW,5400,5499,5450,"5450 HAWTHORNE PLACE NW WASHINGTON, DC",806921,0,2780560,,1,1,0
11032762,ELLICOTT ST NW,1,c9ba6e2c8c5682cc7b29c3def937daa2,0,0,0,0,??,7,,1,,20,ELLICOTT,ST,11032762-11004302_11032762-11004332_11032762,19,,3,3E,3E03,4300 - 4321 BLOCK OF ELLICOTT STREET NW,ELLICOTT STREET NW,4300,4321,4311,"4311 ELLICOTT STREET NW WASHINGTON, DC",807167,6,2780561,,1,1,0
11000602,6TH ST NW,1,10adae64534c5f0f3f226834ecbc9d29,1,10,0,1,OB,7,,1,,25,6TH,ST,11000602-11000602_11084562-11000602_11087232,19,,1,1B,1B01,1900 - 1999 BLOCK OF 6TH STREET NW,6TH STREET NW,1900,1999,1950,"1950 6TH STREET NW WASHINGTON, DC",801659,0,2780562,,1,1,0
11009102,ADAMS MILL RD NW,1,bf8e2aeb67e1dcd347ef12a72da956ae,2,22,1,1,BD,4,,1,,25,ADAMS MILL,RD,11009102-11009102_11048752_11052322-11009102_11090482,16,,1,1D,1D01,3100 - 3199 BLOCK OF ADAMS MILL ROAD NW,ADAMS MILL ROAD NW,3100,3199,3150,"3150 ADAMS MILL ROAD NW WASHINGTON, DC",813669,7,2780563,,1,1,0
11041342,GRANT CIR NW,1,32fd3afa175ddb9b453161a6336aa06d,2,23,0,2,OB,4,,1,,20,GRANT,CIR,11041342-11000502_11041342*1-11041342_11047902*1,16,,4,4C,4C06,1 - 100 BLOCK OF GRANT CIRCLE NW,GRANT CIRCLE NW,1,100,51,"51 GRANT CIRCLE NW WASHINGTON, DC",804184,6,2780564,,1,1,0
11031922,EAST EXECUTIVE AVE NW,1,8b1a9e5f88a19cf5dcefd80a1b58c3bc,1,16,0,1,OB,7,,1,,20,EAST EXECUTIVE,AVE,11031922-11031332_11031922-11009682_11031922_58015302,19,,2,2A,2A07,500 - 599 BLOCK OF EAST EXECUTIVE AVENUE NW,EAST EXECUTIVE AVENUE NW,500,599,550,"550 EAST EXECUTIVE AVENUE NW WASHINGTON, DC",811601,0,2780565,,1,1,0
11040042,GEORGIA AVE NW,1,6f43f68c8f2759404d3288ddb04aecaf,4,40,2,2,BD,3,1,1,,30,GEORGIA,AVE,11040042-11027042_11040042-11032632_11040042,14,NHS Non-Interstate,4,4A,4A03,7100 - 7199 BLOCK OF GEORGIA AVENUE NW,GEORGIA AVENUE NW,7100,7199,7150,"7150 GEORGIA AVENUE NW WASHINGTON, DC",803967,6,2780566,,1,1,0
11057912,MACARTHUR BLVD NW,1,e16d06eeb0a809b023dcdc1c40ec4551,4,40,2,2,BD,3,1,1,,25,MACARTHUR,BLVD,11057912-11057912_11075332_11093082-11057912_11087232,14,NHS Non-Interstate,3,3D,3D05,4812 - 4859 BLOCK OF MACARTHUR BOULEVARD NW,MACARTHUR BOULEVARD NW,4812,4859,4836,"4836 MACARTHUR BOULEVARD NW WASHINGTON, DC",807086,7,2780567,,1,1,0
11031332,E ST NW,1,adf830bfcd170622ab718f06a793c08e,4,40,3,1,BD,3,1,1,,20,E,ST,11031332-11001802_11031332-11001902_11031332,14,NHS Non-Interstate,2,2A,2A01,1800 - 1899 BLOCK OF E STREET NW,E STREET NW,1800,1899,1850,"1850 E STREET NW WASHINGTON, DC",804278,7,2780568,,1,1,0
11063182,N ST NW,1,3fed73e55ebf67b54b1c2299ac334834,2,16,1,1,BD,7,,1,,20,N,ST,11063182-11003402_11063182-11003502_11063182,19,,2,2E,2E03,3400 - 3499 BLOCK OF N STREET NW,N STREET NW,3400,3499,3450,"3450 N STREET NW WASHINGTON, DC",801512,0,2780569,,1,1,0
11001302,13TH ST NW,1,999bb50e86fb192f42aa2684b428e440,3,29,2,1,BD,4,,1,,25,13TH,ST,11001302-11001302_11036722-11001302_11015012,16,,1,1B,1B03,2300 - 2301 BLOCK OF 13TH STREET NW,13TH STREET NW,2300,2301,2301,"2301 13TH STREET NW WASHINGTON, DC",801814,7,2780570,,1,1,0
11030872,DUMBARTON ST NW,1,c181d6178e72d324875f9fbdbf1bb1dd,1,16,1,0,IB,7,,1,,,DUMBARTON,ST,11030872-11002902_11030872-11003002_11030872,19,,2,2E,2E06,2900 - 2999 BLOCK OF DUMBARTON STREET NW,DUMBARTON STREET NW,2900,2999,2950,"2950 DUMBARTON STREET NW WASHINGTON, DC",800584,0,2780571,,1,1,0
11065522,NORTHGATE RD NW,1,55d8f03188d0f3347be4e75a0d964e04,2,16,1,1,BD,7,,1,,20,NORTHGATE,RD,11065522-11016422_11031982_11065522-11065522_11077282*1,19,,4,4A,4A01,1400 - 1405 BLOCK OF NORTHGATE ROAD NW,NORTHGATE ROAD NW,1400,1405,1403,"1403 NORTHGATE ROAD NW WASHINGTON, DC",803459,0,2780572,,1,1,0
11063762,NEBRASKA AVE NW,1,0f031cbd0383d84934890787db034064,2,20,1,1,BD,3,1,1,,20,NEBRASKA,AVE,11063762-11021712_11048032_11057002_11063762-11037892_11063762,14,NHS Non-Interstate,3,3D,3D01,3101 - 3248 BLOCK OF NEBRASKA AVENUE NW,NEBRASKA AVENUE NW,3101,3248,3175,"3175 NEBRASKA AVENUE NW WASHINGTON, DC",810793,7,2780573,,1,1,0
11036852,FORDHAM RD NW,1,df24b16639fb4c796ef497ae18e27118,2,16,1,1,BD,7,,1,,20,FORDHAM,RD,11036852-11036852_11088072-11036852_11088922,19,,3,3D,3D03,4100 - 4199 BLOCK OF FORDHAM ROAD NW,FORDHAM ROAD NW,4100,4199,4150,"4150 FORDHAM ROAD NW WASHINGTON, DC",807488,0,2780574,,1,1,0
11001602,16TH ST NW,1,7f26d2d048def37c27450dad08f93609,6,60,3,3,BD,3,1,1,,20,16TH,ST,11001602-11001602_11053492-11001602_11057852,14,NHS Non-Interstate,2,2C,2C02,1100 - 1199 BLOCK OF 16TH STREET NW,16TH STREET NW,1100,1199,1150,"1150 16TH STREET NW WASHINGTON, DC",803534,6,2780575,,1,1,0
11001002,10TH ST NW,1,67ed45f1a370f4064710bedc1726774f,2,16,1,1,BD,7,,1,,20,10TH,ST,11001002-11001002_11081832-11001002_11073252,19,,4,4C,4C03,3700 - 3769 BLOCK OF 10TH STREET NW,10TH STREET NW,3700,3769,3735,"3735 10TH STREET NW WASHINGTON, DC",806049,6,2780576,,1,1,0
11051352,KANSAS AVE NW,1,9f82ec8255a3db01f0b17a8040e3e07b,2,22,1,1,BD,4,,1,,25,KANSAS,AVE,11051352-11000902_11051352_11089112-11051352_11092102,16,,4,4C,4C01,4300 - 4399 BLOCK OF KANSAS AVENUE NW,KANSAS AVENUE NW,4300,4399,4350,"4350 KANSAS AVENUE NW WASHINGTON, DC",814246,7,2780577,,1,1,0
11032632,ELDER ST NW,1,3cad2ab9d98468570868119a71bfc41a,2,16,1,1,BD,7,,1,,20,ELDER,ST,11032632-11000702_11032632-11000802_11032632,19,,4,4B,4B01,700 - 799 BLOCK OF ELDER STREET NW,ELDER STREET NW,700,799,750,"750 ELDER STREET NW WASHINGTON, DC",814089,0,2780578,,1,1,0
11003902,39TH ST NW,1,16a9d428e397c7562a2db5d009c11e04,2,24,1,1,BD,7,,1,,20,39TH,ST,11003902-11003902_11045132-11003902_11077672,19,,2,2E,2E01,1700 - 1799 BLOCK OF 39TH STREET NW,39TH STREET NW,1700,1799,1750,"1750 39TH STREET NW WASHINGTON, DC",803308,6,2780579,,1,1,0
11000502,5TH ST NW,1,789152ffe3db67fe328f830aa0b33572,2,21,1,1,BD,5,,1,,20,5TH,ST,11000502-11000502_11028532-11000502_11033472,17,,4,4D,4D06,4824 - 4899 BLOCK OF 5TH STREET NW,5TH STREET NW,4824,4899,4862,"4862 5TH STREET NW WASHINGTON, DC",800437,7,2780580,,1,1,0
11047842,IDAHO AVE NW,1,290ce13e76609c5092a734cdca0f4551,2,18,1,1,BD,7,,1,,25,IDAHO,AVE,11047842-11047842_11057982-11047842_11064092,19,,3,3A,3A01,3300 - 3399 BLOCK OF IDAHO AVENUE NW,IDAHO AVENUE NW,3300,3399,3350,"3350 IDAHO AVENUE NW WASHINGTON, DC",809339,0,2780581,,1,1,0
11002602,26TH ST NW,1,5e319ecf00bfdfc805fdc9b4d6249736,1,16,0,1,OB,7,,1,,20,26TH,ST,11002602-11002602_21050893-11002602_11053492,19,,2,2A,2A03,1000 - 1099 BLOCK OF 26TH STREET NW,26TH STREET NW,1000,1099,1050,"1050 26TH STREET NW WASHINGTON, DC",800602,0,2780582,,1,1,0
11024312,CLYDESDALE PL NW,1,56347b04b857542b4a31b38970dd9179,2,20,1,1,BD,7,,1,,20,CLYDESDALE,PL,11024312-11024312_11083592-11024312_11067402*1,19,,1,1C,1C05,1800 - 1819 BLOCK OF CLYDESDALE PLACE NW,CLYDESDALE PLACE NW,1800,1819,1810,"1810 CLYDESDALE PLACE NW WASHINGTON, DC",807119,0,2780583,,1,1,0
11040042,GEORGIA AVE NW,1,dc025ed46b2e5b3a51ac4217a72e94a7,4,40,2,2,BD,3,1,1,,30,GEORGIA,AVE,11040042-11016382_11031982_11040042-00001,14,NHS Non-Interstate,4,4A,4A01,7900 - 7999 BLOCK OF GEORGIA AVENUE NW,GEORGIA AVENUE NW,7900,7999,7950,"7950 GEORGIA AVENUE NW WASHINGTON, DC",800373,7,2780584,,1,1,0
11000102,1ST ST NW,1,876332cacb63256e28515fe439a25aee,2,18,1,1,BD,7,,1,,20,1ST,ST,11000102-11000102_11088792-11000102_11093342,19,,4,4B,4B07,6600 - 6699 BLOCK OF 1ST STREET NW,1ST STREET NW,6600,6699,6650,"6650 1ST STREET NW WASHINGTON, DC",806590,0,2780585,,1,1,0
11003432,34TH PL NW,1,198d9f1a33315d02565e03b8d42d3411,1,10,0,0,BD,7,,1,,20,34TH,PL,11003432-11003432_11059602-11003432_11038412,19,,3,3C,3C08,2700 - 2799 BLOCK OF 34TH PLACE NW,34TH PLACE NW,2700,2799,2750,"2750 34TH PLACE NW WASHINGTON, DC",813273,0,2780586,,1,1,0
11000202,2ND ST NW,1,df05df65cf284ccf17c8496ca1d9dccb,2,16,1,1,BD,7,,1,,20,2ND,ST,11000202-11000202_11069682-11000202_11072932,19,,4,4B,4B07,6000 - 6099 BLOCK OF 2ND STREET NW,2ND STREET NW,6000,6099,6050,"6050 2ND STREET NW WASHINGTON, DC",808680,0,2780587,,1,1,0
11055962,LINNEAN AVE NW,1,26f6aa4025232e7e2fe56a6da1f79a04,2,16,1,1,BD,5,,1,,25,LINNEAN,AVE,11055962-11032762_11055962-11035552_11055962,17,,3,3F,3F06,4900 - 4949 BLOCK OF LINNEAN AVENUE NW,LINNEAN AVENUE NW,4900,4949,4925,"4925 LINNEAN AVENUE NW WASHINGTON, DC",807481,7,2780588,,1,1,0
11043872,HAWTHORNE LN NW,1,2e59e36015ed73245183deeb9634a326,2,16,1,1,BD,7,,1,,20,HAWTHORNE,LN,11043872-11037892_11043872-00001,19,,3,3D,3D01,4600 - 4699 BLOCK OF HAWTHORNE LANE NW,HAWTHORNE LANE NW,4600,4699,4650,"4650 HAWTHORNE LANE NW WASHINGTON, DC",807080,0,2780589,,1,1,0
11001802,18TH ST NW,1,6759a735c88592b07ac50358b83bab97,2,16,1,1,BD,7,,1,,20,18TH,ST,11001802-11001802_11084892-11001802_11088012,19,,4,4E,4E06,4100 - 4199 BLOCK OF 18TH STREET NW,18TH STREET NW,4100,4199,4150,"4150 18TH STREET NW WASHINGTON, DC",802117,0,2780590,,1,1,0
11053492,L ST NW,1,21a939cd1dbdfe85b4afba4ecf089f2a,2,20,2,0,IB,4,,1,,,L,ST,11053492-11001302_11053492-11001402_11053492,16,,2,2C,2C02,1300 - 1399 BLOCK OF L STREET NW,L STREET NW,1300,1399,1350,"1350 L STREET NW WASHINGTON, DC",808924,6,2780591,,1,1,0
11043352,HARLAN PL NW,1,b1b7afaf504b38bd526f4eae2d260b5c,2,16,1,1,BD,7,,1,,20,HARLAN,PL,11043352-11043352_11088792-11043352_11093342,19,,4,4B,4B07,6600 - 6699 BLOCK OF HARLAN PLACE NW,HARLAN PLACE NW,6600,6699,6650,"6650 HARLAN PLACE NW WASHINGTON, DC",814452,0,2780592,,1,1,0
11003232,32ND PL NW,1,a3782548d3f154bd6a266ee3efd33500,2,16,1,1,BD,7,,1,,20,32ND,PL,11003232-11003232_11082812-11003232_11085282,19,,4,3/4G,3/4G04,6200 - 6299 BLOCK OF 32ND PLACE NW,32ND PLACE NW,6200,6299,6250,"6250 32ND PLACE NW WASHINGTON, DC",811892,0,2780593,,1,1,0
11011572,ASPEN ST NW,1,3e550fa2ee3aca05659de0a8d57cd6d8,2,16,1,1,BD,4,,1,,25,ASPEN,ST,11011572-11001332_11011572-11011572_11020162,16,,4,4A,4A03,1223 - 1234 BLOCK OF ASPEN STREET NW,ASPEN STREET NW,1223,1234,1229,"1229 ASPEN STREET NW WASHINGTON, DC",817136,6,2780594,,1,1,0
11064222,NEW HAMPSHIRE AVE NW,1,fe95f8c22c2b33e5fb876bbb9002300e,4,40,2,2,BD,4,,1,,30,NEW HAMPSHIRE,AVE,11064222-11064222_11088012-11041342_11064222*1,16,,4,4C,4C06,4200 - 4299 BLOCK OF NEW HAMPSHIRE AVENUE NW,NEW HAMPSHIRE AVENUE NW,4200,4299,4250,"4250 NEW HAMPSHIRE AVENUE NW WASHINGTON, DC",802657,6,2780595,,1,1,0
11067212,ONEIDA PL NW,1,6a8c245ec1e171bc11756583f15c4f52,2,16,1,1,BD,7,,1,,20,ONEIDA,PL,11067212-11000402_11067212_47032342-11000502_11067212,19,,4,4B,4B06,400 - 499 BLOCK OF ONEIDA PLACE NW,ONEIDA PLACE NW,400,499,450,"450 ONEIDA PLACE NW WASHINGTON, DC",800760,0,2780596,,1,1,0
11039062,GALLATIN ST NW,1,8e99d1883b5461810d1f51fdb6469966,2,16,1,1,BD,7,,1,,25,GALLATIN,ST,11039062-11000702_11039062-11000732_11039062,19,,4,4D,4D04,700 - 719 BLOCK OF GALLATIN STREET NW,GALLATIN STREET NW,700,719,710,"710 GALLATIN STREET NW WASHINGTON, DC",805368,0,2780597,,1,1,0
11009422,ALASKA AVE NW,1,c11aec83f168b116818799eb9f8187d8,2,20,1,1,BD,4,,1,,30,ALASKA,AVE,11009422-11001302_11009422_11044202-11001202_11009422,16,,4,4A,4A02,7514 - 7699 BLOCK OF ALASKA AVENUE NW,ALASKA AVENUE NW,7514,7699,7607,"7607 ALASKA AVENUE NW WASHINGTON, DC",802506,7,2780598,,1,1,0
11010722,ARCADIA PL NW,1,4befb9a7cecc457b6ee4fc25b673af23,1,12,0,0,BD,7,,1,,20,ARCADIA,PL,11010722-11010722_11013262-11010722_11092692,19,,4,3/4G,3/4G01,3200 - 3299 BLOCK OF ARCADIA PLACE NW,ARCADIA PLACE NW,3200,3299,3250,"3250 ARCADIA PLACE NW WASHINGTON, DC",801891,0,2780599,,1,1,0
11051352,KANSAS AVE NW,1,d91bef72a22f658db3658830da244f18,2,22,1,1,BD,4,,1,,25,KANSAS,AVE,11051352-11018782_11051352-11051352_11080142,16,,4,4D,4D06,4600 - 4699 BLOCK OF KANSAS AVENUE NW,KANSAS AVENUE NW,4600,4699,4650,"4650 KANSAS AVENUE NW WASHINGTON, DC",807949,7,2780600,,1,1,0
11002302,23RD ST NW,1,b85d7f8cdd146e62494c4566df0a5474,5,48,2,3,BD,3,1,1,,20,23RD,ST,11002302-11002302_11019822-11002302_11026912,14,NHS Non-Interstate,2,2A,2A01,300 - 399 BLOCK OF 23RD STREET NW,23RD STREET NW,300,399,350,"350 23RD STREET NW WASHINGTON, DC",801549,7,2780601,,1,1,0
11003702,37TH ST NW,1,663067a9c5c561a8bd00af34ee250449,2,22,1,1,BD,5,,1,,20,37TH,ST,11003702-11003702_11090092-11003702_11058762,17,,3,3B,3B02,2054 - 2118 BLOCK OF 37TH STREET NW,37TH STREET NW,2054,2118,2086,"2086 37TH STREET NW WASHINGTON, DC",808328,6,2780602,,1,1,0
11017482,BRANDYWINE ST NW,1,72073777adca47c07bc5198d9291214e,2,16,1,1,BD,7,,1,,20,BRANDYWINE,ST,11017482-11011242_11017482-11004902_11017482,19,,3,3E,3E02,4824 - 4899 BLOCK OF BRANDYWINE STREET NW,BRANDYWINE STREET NW,4824,4899,4862,"4862 BRANDYWINE STREET NW WASHINGTON, DC",811357,0,2780603,,1,1,0
11066692,OGDEN ST NW,1,51c4d4e213534139abba9aacc70603fd,2,16,1,1,BD,7,,1,,20,OGDEN,ST,11066692-11021512_11066692_11067992-11021512_11066692,19,,1,1D,1D06,1500 - 1524 BLOCK OF OGDEN STREET NW,OGDEN STREET NW,1500,1524,1512,"1512 OGDEN STREET NW WASHINGTON, DC",803979,0,2780604,,1,1,0
11001302,13TH ST NW,1,08d4576eea1ce3642ba8a055fa830449,5,50,2,3,BD,4,,1,,20,13TH,ST,11001302-11001302_11064672-11001302_11047772,16,,2,2C,2C01,820 - 899 BLOCK OF 13TH STREET NW,13TH STREET NW,820,899,860,"860 13TH STREET NW WASHINGTON, DC",808314,7,2780605,,1,1,0
11003402,34TH ST NW,1,8a137df9e6c9951be9fabefe29d967cc,3,30,1,1,BD,4,,1,,25,34TH,ST,11003402-11003402_11067732-11003402_11075272,16,,3,3C,3C05,3500 - 3519 BLOCK OF 34TH STREET NW,34TH STREET NW,3500,3519,3510,"3510 34TH STREET NW WASHINGTON, DC",812966,7,2780606,,1,1,0
11063182,N ST NW,1,794c68bb4e559b99a0ad9b1ecc6ddfa7,2,16,1,1,BD,7,,1,,20,N,ST,11063182-11003602_11063182-11003702_11063182,19,,2,2E,2E08,3600 - 3699 BLOCK OF N STREET NW,N STREET NW,3600,3699,3650,"3650 N STREET NW WASHINGTON, DC",803938,0,2780607,,1,1,0
11050112,JOCELYN ST NW,1,67ccd183b994d44630a294d009d91796,1,9,0,0,BD,7,,1,,20,JOCELYN,ST,11050112-11050112_11064022-11022942_11050112,19,,3,3/4G,3/4G07,3600 - 3699 BLOCK OF JOCELYN STREET NW,JOCELYN STREET NW,3600,3699,3650,"3650 JOCELYN STREET NW WASHINGTON, DC",812286,0,2780608,,1,1,0
11004802,48TH ST NW,1,278264aaf5951798eb5adb93f5aa8741,2,16,1,1,BD,7,,1,,20,48TH,ST,11004802-11004802_11091192-11004802_11093992,19,,3,3E,3E06,4300 - 4329 BLOCK OF 48TH STREET NW,48TH STREET NW,4300,4329,4315,"4315 48TH STREET NW WASHINGTON, DC",801752,0,2780609,,1,1,0
11001902,19TH ST NW,1,93c914744fd3221ff18ad31475f41f1c,5,56,5,0,IB,7,,1,,,19TH,ST,11001902-11001902_11025352-11001902_11019822_11089892,19,,2,2A,2A01,200 - 299 BLOCK OF 19TH STREET NW,19TH STREET NW,200,299,250,"250 19TH STREET NW WASHINGTON, DC",815256,0,2780610,,1,1,0
11047772,I ST NW,1,01ae955f4a77226d64b28acc0c883390,4,40,0,4,OB,3,1,1,,20,I,ST,11047772-11001502_11047772-11001502_11047772_11089442,14,NHS Non-Interstate,2,2C,2C02,1500 - 1519 BLOCK OF I STREET NW,I STREET NW,1500,1519,1510,"1510 I STREET NW WASHINGTON, DC",800212,7,2780611,,1,1,0
11039522,GARFIELD ST NW,1,0b4433beeced42a86f29dab8752fa819,2,16,1,1,BD,7,,1,,20,GARFIELD,ST,11039522-11014822_11039522-11003902_11039522_11091652,19,,3,3A,3A05,3820 - 3899 BLOCK OF GARFIELD STREET NW,GARFIELD STREET NW,3820,3899,3860,"3860 GARFIELD STREET NW WASHINGTON, DC",811069,0,2780612,,1,1,0
11004402,44TH ST NW,1,c955551851dccd56b93e41267560ffec,2,16,1,1,BD,7,,1,,20,44TH,ST,11004402-11004402_11041992-11004402_11075332_58014932,19,,3,3D,3D07,1620 - 1699 BLOCK OF 44TH STREET NW,44TH STREET NW,1620,1699,1660,"1660 44TH STREET NW WASHINGTON, DC",812926,0,2780613,,1,1,0
11004402,44TH ST NW,1,0efdc516415589b08abc1f5d5d4217a8,2,16,1,1,BD,7,,1,,20,44TH,ST,11004402-11004402_11088922-11004402_11089702,19,,3,3E,3E06,4200 - 4249 BLOCK OF 44TH STREET NW,44TH STREET NW,4200,4249,4225,"4225 44TH STREET NW WASHINGTON, DC",801210,0,2780614,,1,1,0
11067142,OLIVER ST NW,1,3700cad5a71a9812e0da96d742fb263d,1,9,0,0,BD,7,,1,,20,OLIVER,ST,11067142-11067142_11092692-00001,19,,3,3/4G,3/4G06,3400 - 3499 BLOCK OF OLIVER STREET NW,OLIVER STREET NW,3400,3499,3450,"3450 OLIVER STREET NW WASHINGTON, DC",801632,0,2780615,,1,1,0
11001802,18TH ST NW,1,e68f24ce8d1ebf8e49c5a5da9f2a161e,2,24,1,1,BD,4,,1,,25,18TH,ST,11001802-11001802_11074162-11001802_11075982,16,,2,2B,2B03,1700 - 1726 BLOCK OF 18TH STREET NW,18TH STREET NW,1700,1726,1713,"1713 18TH STREET NW WASHINGTON, DC",812090,7,2780616,,1,1,0
11050892,K ST NW,1,2d98e11bd7f2672ad6c8420fc9b1dd72,4,44,2,2,BD,3,1,1,,20,K,ST,11050892-11001702_11025152_11050892_21050891-11001802_11050892,14,NHS Non-Interstate,2,2C,2C02,1700 - 1799 BLOCK OF K STREET NW,K STREET NW,1700,1799,1750,"1750 K STREET NW WASHINGTON, DC",810081,7,2780617,,1,1,0
11050892,K ST NW,1,6f7f8cf01ce9e334d0395a072c537e9c,3,30,1,2,BD,4,,1,,20,K,ST,11050892-11000162_11050892-11000102_11050892,16,,6,6E,6E03,43 - 99 BLOCK OF K STREET NW,K STREET NW,43,99,71,"71 K STREET NW WASHINGTON, DC",803718,7,2780618,,1,1,0
11048752,IRVING ST NW,1,6419987b55a470da45145fa65ed8ebd6,1,12,1,0,IB,4,,1,,,IRVING,ST,11048752-11001102_11048752-11001302_11048752,16,,1,1A,1A10,1100 - 1299 BLOCK OF IRVING STREET NW,IRVING STREET NW,1100,1299,1200,"1200 IRVING STREET NW WASHINGTON, DC",800825,7,2780619,,1,1,0
11002102,21ST ST NW,1,0034a11c0ce420bdc946f562800e60c0,1,10,1,0,IB,5,,1,,,21ST,ST,11002102-11002102_11038612-11002102_11042442,17,,2,2A,2A07,700 - 799 BLOCK OF 21ST STREET NW,21ST STREET NW,700,799,750,"750 21ST STREET NW WASHINGTON, DC",802853,6,2780620,,1,1,0
11064282,NEW JERSEY AVE NW,1,217d9f819e4d3f08506695354d658b9f,2,27,1,1,BD,5,,3,,20,NEW JERSEY,AVE,11064282-11019822_11064282-11057132_11064282,17,,6,6C,6C02,300 - 319 BLOCK OF NEW JERSEY AVENUE NW,NEW JERSEY AVENUE NW,300,319,310,"310 NEW JERSEY AVENUE NW WASHINGTON, DC",805125,7,2780621,,3,60,0
11042442,H ST NW,1,d261186e5f1ff6d2143a89ceea252e6a,5,53,5,0,IB,3,1,1,,,H,ST,11042442-11001402_11042442-11001502_11042442,14,NHS Non-Interstate,2,2C,2C01,1400 - 1499 BLOCK OF H STREET NW,H STREET NW,1400,1499,1450,"1450 H STREET NW WASHINGTON, DC",811306,6,2780622,,1,1,0
