ROUTEID,ROUTENAME,ROADTYPE,BLOCKKEY,TOTALTRAVELLANES,TOTALTRAVELLANEWIDTH,TOTALTRAVELLANESINBOUND,TOTALTRAVELLANESOUTBOUND,SUMMARYDIRECTION,FHWAFUNCTIONALCLASS,NHSCODE,OWNERSHIP,SPEEDLIMITS_IB,SPEEDLIMITS_OB,STREETNAME,STREETTYPE,BLOCKID,DCFUNCTIONALCLASS,NHSTYPE,WARD_ID,ANC_ID,SMD_ID,BLOCK_NAME,ROAD,START,END,MIDPOINT,ADDRESS,MAR_ID,SURFACE_TYPE,OBJECTID,SHAPE,DC_MAINTENANCE_OPERATIONS,MAINTENANCE_OPERATIONS,SHAPELEN
12005502,55TH ST NE,1,4b711154baf16503b4009a6f65899ac1,2,18,1,1,BD,7,,1,,20,55TH,ST,12005502-12005502_12044072-12005432_12005502,19,,7,7C,7C06,718 - 805 BLOCK OF 55TH STREET NE,55TH STREET NE,718,805,762,"762 55TH STREET NE WASHINGTON, DC",803584,0,2789180,,1,1,0
12051802,KENILWORTH AVE NE,1,c34b3d9495893b3b071eaa923c7920e2,2,24,2,0,IB,7,,1,,,KENILWORTH,AVE,12051802-12004532_12051802_12063372-12051802_12067662,19,,7,7D,7D01,1300 - 1399 BLOCK OF KENILWORTH AVENUE NE,KENILWORTH AVENUE NE,1300,1399,1350,"1350 KENILWORTH AVENUE NE WASHINGTON, DC",802606,0,2789181,,1,1,0
12001602,16TH ST NE,1,7c94a91b572452194cac6ba86a463015,1,10,0,1,OB,7,,1,,20,16TH,ST,12001602-12001602_12055182-12001602_12073512,19,,5,5D,5D06,1100 - 1118 BLOCK OF 16TH STREET NE,16TH STREET NE,1100,1118,1109,"1109 16TH STREET NE WASHINGTON, DC",800669,0,2789182,,1,1,0
12063252,NANNIE HELEN BURROUGHS AVE NE,1,09f9ab58be9a1f37305e6e51fd373434,3,33,1,2,BD,4,,1,,15,NANNIE HELEN BURROUGHS,AVE,12063252-12005002_12063252-12005002_12063252*1,16,,7,7C,7C01,4937 - 4999 BLOCK OF NANNIE HELEN BURROUGHS AVENUE NE,NANNIE HELEN BURROUGHS AVENUE NE,4937,4999,4968,"4968 NANNIE HELEN BURROUGHS AVENUE NE WASHINGTON, DC",800658,6,2789183,,1,1,0
11075672,RIDGE SQ NW,1,ccbdcf9fa6f0798f71759a4e4a92e7c2,0,0,0,0,??,7,,5,,,RIDGE,SQ,11075672-00002-00003,19,,3,3A,3A01,10 - 99 BLOCK OF RIDGE SQUARE NW,RIDGE SQUARE NW,10,99,55,"55 RIDGE SQUARE NW WASHINGTON, DC",816963,0,2789184,,5,26,0
12023332,CHILLUM PL NE,1,419d61f2b2e4eafacfcf4aa17f5883ff,2,18,1,1,BD,7,,1,,20,CHILLUM,PL,12023332-12000302_12023332-12000202_12023332,19,,4,4B,4B08,5700 - 5799 BLOCK OF CHILLUM PLACE NE,CHILLUM PLACE NE,5700,5799,5750,"5750 CHILLUM PLACE NE WASHINGTON, DC",806348,0,2789185,,1,1,0
11090152,W ST NW,1,e349a02bec7aed140e7325a28e613615,1,16,0,1,OB,7,,1,,20,W,ST,11090152-00001-11031162_11037762_11090152,19,,3,3D,3D07,4400 - 4402 BLOCK OF W STREET NW,W STREET NW,4400,4402,4401,"4401 W STREET NW WASHINGTON, DC",815880,0,2789186,,1,1,0
12005032,50TH PL NE,1,ef7b5db6a856925661a824e96fcf55b7,2,16,1,1,BD,7,,1,,20,50TH,PL,12005032-12005032_12060252-12005032_12063372,19,,7,7C,7C07,1200 - 1299 BLOCK OF 50TH PLACE NE,50TH PLACE NE,1200,1299,1250,"1250 50TH PLACE NE WASHINGTON, DC",809691,0,2789187,,1,1,0
11071952,POTOMAC ST NW,1,995c9c5ab5a773e3419c8df76d92b51a,1,14,0,1,OB,7,,1,,20,POTOMAC,ST,11071952-00001-11057852_11071952,19,,2,2E,2E05,1040 - 1099 BLOCK OF POTOMAC STREET NW,POTOMAC STREET NW,1040,1099,1070,"1070 POTOMAC STREET NW WASHINGTON, DC",804886,0,2789188,,1,1,0
11069422,PATTERSON PL NW,1,567690cc6d85e2bdc4a177005c2087fb,2,16,1,1,BD,7,,1,,20,PATTERSON,PL,11069422-11069422_11088332-11003132_11069422,19,,4,3/4G,3/4G04,3100 - 3199 BLOCK OF PATTERSON PLACE NW,PATTERSON PLACE NW,3100,3199,3150,"3150 PATTERSON PLACE NW WASHINGTON, DC",802709,0,2789189,,1,1,0
12002002,20TH ST NE,1,be053cb50c72fdf0135bd6ed0d8794f4,2,16,1,1,BD,5,,1,,20,20TH,ST,12002002-12002002_12038092-12002002_12043032,17,,5,5C,5C07,2800 - 2999 BLOCK OF 20TH STREET NE,20TH STREET NE,2800,2999,2900,"2900 20TH STREET NE WASHINGTON, DC",809960,6,2789190,,1,1,0
12000202,2ND ST NE,1,e08d4140f242a5d4cafadbd75521caf7,2,16,1,1,BD,7,,1,,20,2ND,ST,12000202-12000202_12018722-12000202_12021972,19,,5,5F,5F04,2400 - 2499 BLOCK OF 2ND STREET NE,2ND STREET NE,2400,2499,2450,"2450 2ND STREET NE WASHINGTON, DC",805207,0,2789191,,1,1,0
11072862,Q ST NW,1,75307aa41a268797d5533e712143b688,2,22,1,1,BD,4,,1,,25,Q,ST,11072862-11002702_11072862-11002802_11072862,16,,2,2E,2E07,2700 - 2799 BLOCK OF Q STREET NW,Q STREET NW,2700,2799,2750,"2750 Q STREET NW WASHINGTON, DC",811797,6,2789192,,1,1,0
12080732,SLIGO MILL RD NE,1,cee42f55cb3d87f58708eb96b4a2af34,2,30,1,1,BD,7,,1,,20,SLIGO MILL,RD,12080732-11066752_12080732-12080732_58019962,19,,4,4B,4B06,5600 - 5799 BLOCK OF SLIGO MILL ROAD NE,SLIGO MILL ROAD NE,5600,5799,5700,"5700 SLIGO MILL ROAD NE WASHINGTON, DC",810737,0,2789193,,1,1,0
12078462,SCALE GATE RD NE,1,9bd82719ddf4eaf55e334e0812703586,2,22,1,1,BD,7,,5,,20,SCALE GATE,RD,12078462-00001-12043292_12078462,19,,5,5A,5A04,1 - 99 BLOCK OF SCALE GATE ROAD NE,SCALE GATE ROAD NE,1,99,50,"50 SCALE GATE ROAD NE WASHINGTON, DC",804323,0,2789194,,5,26,0
12073122,QUARLES ST NE,1,f4d0f524c341d064c2d06b1b1d75bb30,2,18,1,1,BD,7,,1,,20,QUARLES,ST,12073122-12010332_12073122-12004502_12073122,19,,7,7D,7D01,4400 - 4499 BLOCK OF QUARLES STREET NE,QUARLES STREET NE,4400,4499,4450,"4450 QUARLES STREET NE WASHINGTON, DC",806923,0,2789195,,1,1,0
12026522,CRITTENDEN ST NE,1,b6a811b6be2cef2f548146693ee6ffed,2,18,1,1,BD,7,,1,,20,CRITTENDEN,ST,12026522-12001602_12026522-12026522_12073772,19,,5,5A,5A02,1600 - 1679 BLOCK OF CRITTENDEN STREET NE,CRITTENDEN STREET NE,1600,1679,1640,"1640 CRITTENDEN STREET NE WASHINGTON, DC",814217,0,2789196,,1,1,0
12060252,MEADE ST NE,1,2cf853ed82de5e334299517b902ddedd,2,18,1,1,BD,7,,1,,20,MEADE,ST,12060252-12004802_12060252-12004832_12060252,19,,7,7C,7C07,4800 - 4815 BLOCK OF MEADE STREET NE,MEADE STREET NE,4800,4815,4808,"4808 MEADE STREET NE WASHINGTON, DC",808228,0,2789197,,1,1,0
12021402,CENTENNIAL CIR NE,1,391001b603d7f3d00a01c0be68ea4414,0,0,0,0,??,7,,5,,,CENTENNIAL,CIR,12021402-12021402_12021402A-12021402_12021402A,19,,5,5A,5A04,500 - 599 BLOCK OF CENTENNIAL CIRCLE NE,CENTENNIAL CIRCLE NE,500,599,550,"550 CENTENNIAL CIRCLE NE WASHINGTON, DC",816824,,2789198,,5,26,0
12065392,NORTH CAROLINA AVE NE,1,1260ccaa85341018f52042ec74621d48,4,42,2,2,BD,4,,1,,25,NORTH CAROLINA,AVE,12065392-12001602_12065392-12019822_12065392,16,,7,7D,7D08,1600 - 1699 BLOCK OF NORTH CAROLINA AVENUE NE,NORTH CAROLINA AVENUE NE,1600,1699,1650,"1650 NORTH CAROLINA AVENUE NE WASHINGTON, DC",811153,7,2789199,,1,1,0
12018722,BRYANT ST NE,1,1c2e1f974b6667c72adf35c9fa4b1a7e,2,16,1,1,BD,7,,1,,20,BRYANT,ST,12018722-12001702_12018722_12061552-12001802_12018722,19,,5,5C,5C06,1700 - 1799 BLOCK OF BRYANT STREET NE,BRYANT STREET NE,1700,1799,1750,"1750 BRYANT STREET NE WASHINGTON, DC",812704,0,2789200,,1,1,0
12064872,NICHOLSON ST NE,1,555bdb44ca701ad7147a70d5e1deec64,2,18,1,1,BD,7,,1,,20,NICHOLSON,ST,12064872-12000502_12064872-12064872_12076052,19,,4,4B,4B09,500 - 529 BLOCK OF NICHOLSON STREET NE,NICHOLSON STREET NE,500,529,515,"515 NICHOLSON STREET NE WASHINGTON, DC",810523,0,2789201,,1,1,0
11092102,WEBSTER ST NW,1,c7cd1813cce358bb2da6a09dbae9f2a9,2,16,1,1,BD,7,,1,,25,WEBSTER,ST,11092102-11000802_11092102-11051352_11092102,19,,4,4C,4C01,800 - 805 BLOCK OF WEBSTER STREET NW,WEBSTER STREET NW,800,805,803,"803 WEBSTER STREET NW WASHINGTON, DC",808636,0,2789202,,1,1,0
11075332,RESERVOIR RD NW,1,9befbea4e5ab14e7ca79f7c56fc3d1d3,2,18,1,1,BD,4,,1,,25,RESERVOIR,RD,11075332-11003402_11075332-11003502_11075332,16,,2,2E,2E02,3400 - 3499 BLOCK OF RESERVOIR ROAD NW,RESERVOIR ROAD NW,3400,3499,3450,"3450 RESERVOIR ROAD NW WASHINGTON, DC",811922,7,2789203,,1,1,0
12042442,H ST NE,1,873d8525f04cb798697809f653949cd3,2,16,1,1,BD,7,,1,,20,H,ST,12042442-12001802_12042442-12001902_12042442,19,,5,5D,5D07,1800 - 1899 BLOCK OF H STREET NE,H STREET NE,1800,1899,1850,"1850 H STREET NE WASHINGTON, DC",807556,0,2789204,,1,1,0
12018012,BROOKLAND GROVE DR NE,1,15d92e2f9677362ee4b95cbff3906774,0,0,0,0,??,7,,5,,,BROOKLAND GROVE,DR,12018012-12018012_12046142A-12018012_12018012A,19,,5,5F,5F01,0 - 0 BLOCK OF BROOKLAND GROVE DRIVE NE,BROOKLAND GROVE DRIVE NE,0,0,0,"0 BROOKLAND GROVE DRIVE NE WASHINGTON, DC",817164,0,2789205,,5,26,0
12051802,KENILWORTH AVE NE,1,3375f7fdf362e5141f216d95ab4116f8,2,28,2,0,IB,7,,1,,,KENILWORTH,AVE,12051802-12031982_12051802_57058442-12051802_36000422,19,,7,7D,7D01,1700 - 1799 BLOCK OF KENILWORTH AVENUE NE,KENILWORTH AVENUE NE,1700,1799,1750,"1750 KENILWORTH AVENUE NE WASHINGTON, DC",809783,0,2789206,,1,1,0
12060272,MEADOW RD NE,1,ecbbf3038fabd8872b1f623eb5ae7313,2,18,1,1,BD,7,,8,,20,MEADOW,RD,12060272-12046112_12060272-12025122_12060272,19,,5,5C,5C04,0 - 0 BLOCK OF MEADOW ROAD NE,MEADOW ROAD NE,0,0,0,"0 MEADOW ROAD NE WASHINGTON, DC",816697,0,2789207,,8,60,0
12032172,ECKINGTON PL NE,1,ba83f2e3e2266eb364b28b854e3ffb45,3,33,2,1,BD,5,,1,,20,ECKINGTON,PL,12032172-12032172_12036722-12032172_12043582,17,,5,5F,5F06,1500 - 1521 BLOCK OF ECKINGTON PLACE NE,ECKINGTON PLACE NE,1500,1521,1511,"1511 ECKINGTON PLACE NE WASHINGTON, DC",806126,7,2789208,,1,1,0
12088692,VALLEY RD NE,1,3bafe48b87116f7f2fb4386fb654c92d,2,20,1,1,BD,7,,8,,20,VALLEY,RD,12088692-12060272_12088692-12044542_12088692,19,,5,5C,5C04,0 - 0 BLOCK OF VALLEY ROAD NE,VALLEY ROAD NE,0,0,0,"0 VALLEY ROAD NE WASHINGTON, DC",814412,0,2789209,,8,60,0
11090152,W ST NW,1,e8cff3d1e4805b67ef5a7355bc6147cd,2,16,1,1,BD,7,,1,,20,W,ST,11090152-11004602_11090152-11004802_11090152,19,,3,3D,3D05,4600 - 4799 BLOCK OF W STREET NW,W STREET NW,4600,4799,4700,"4700 W STREET NW WASHINGTON, DC",804953,0,2789210,,1,1,0
12036722,FLORIDA AVE NE,1,5a4bcde274878233c6cbf85da123c650,4,46,2,2,BD,3,1,1,,25,FLORIDA,AVE,12036722-12000902_12036722-12036722_12092622,14,NHS Non-Interstate,5,5D,5D01,900 - 907 BLOCK OF FLORIDA AVENUE NE,FLORIDA AVENUE NE,900,907,904,"904 FLORIDA AVENUE NE WASHINGTON, DC",813639,7,2789211,,1,1,0
12004932,49TH PL NE,1,4fee576fe7329b85d38ab994975d6969,2,16,1,1,BD,7,,1,,20,49TH,PL,12004932-12004932_12021582-12004932_12010272,19,,7,7C,7C03,10 - 99 BLOCK OF 49TH PLACE NE,49TH PLACE NE,10,99,55,"55 49TH PLACE NE WASHINGTON, DC",802835,0,2789212,,1,1,0
12001832,18TH PL NE,1,768f7c91f593e77b0f97f1824536749f,1,8,0,0,BD,7,,1,,20,18TH,PL,12001832-12001832_12019822-12001832_12026912,19,,7,7D,7D07,300 - 399 BLOCK OF 18TH PLACE NE,18TH PLACE NE,300,399,350,"350 18TH PLACE NE WASHINGTON, DC",806112,0,2789213,,1,1,0
12000422,4TH AVE NE,1,1a778f0ee6f67aeb307f5260ae82fa98,2,24,1,1,BD,7,,1,,20,4TH,AVE,12000422-12000422_12031982-00001,19,,4,4B,4B10,6500 - 6599 BLOCK OF 4TH AVENUE NE,4TH AVENUE NE,6500,6599,6550,"6550 4TH AVENUE NE WASHINGTON, DC",809923,0,2789214,,1,1,0
12047772,I ST NE,1,f85181c1116af44fda6c645951adc7f3,1,10,0,1,OB,7,,1,,20,I,ST,12047772-12000602_12047772-12000702_12047772,19,,6,6C,6C01,600 - 699 BLOCK OF I STREET NE,I STREET NE,600,699,650,"650 I STREET NE WASHINGTON, DC",812554,0,2789215,,1,1,0
12067662,ORD ST NE,1,95e31250fdc247d1011da3e05de4de88,2,18,1,1,BD,7,,1,,20,ORD,ST,12067662-12004402_12067662-12004532_12067662,19,,7,7D,7D01,4400 - 4428 BLOCK OF ORD STREET NE,ORD STREET NE,4400,4428,4414,"4414 ORD STREET NE WASHINGTON, DC",800570,0,2789216,,1,1,0
12064612,NEWTON ST NE,1,907564055c1cf2bc303947e387a34288,2,24,1,1,BD,7,,1,,20,NEWTON,ST,12064612-12064612_58017932-12001002_12064612,19,,5,5B,5B04,900 - 999 BLOCK OF NEWTON STREET NE,NEWTON STREET NE,900,999,950,"950 NEWTON STREET NE WASHINGTON, DC",815065,0,2789217,,1,1,0
12060252,MEADE ST NE,1,528ab864ac5d963a03ac87e491a19355,2,18,1,1,BD,7,,1,,20,MEADE,ST,12060252-12005032_12060252-12005002_12060252,19,,7,7C,7C07,5000 - 5021 BLOCK OF MEADE STREET NE,MEADE STREET NE,5000,5021,5011,"5011 MEADE STREET NE WASHINGTON, DC",802906,0,2789218,,1,1,0
12033932,EVARTS ST NE,1,06450848b906aa66e1de8f55099cee76,2,16,1,1,BD,7,,1,,20,EVARTS,ST,12033932-12002202_12033932-12002402_12033932,19,,5,5C,5C02,2200 - 2399 BLOCK OF EVARTS STREET NE,EVARTS STREET NE,2200,2399,2300,"2300 EVARTS STREET NE WASHINGTON, DC",804082,0,2789219,,1,1,0
12031982,EASTERN AVE NE,1,31a2ba21498d4abdbe1619e3c54e67bb,3,40,1,2,BD,4,,1,,25,EASTERN,AVE,12031982-12031982_12035622-12005922_12031982,16,,7,7C,7C05,630 - 639 BLOCK OF EASTERN AVENUE NE,EASTERN AVENUE NE,630,639,635,"635 EASTERN AVENUE NE WASHINGTON, DC",805157,4,2789220,,1,1,0
11079042,SEDGWICK ST NW,1,6010c0aae6ad6ff06ea3e8f778ce3908,2,18,1,1,BD,7,,1,,20,SEDGWICK,ST,11079042-11079042_11087682_58016392-11004702_11079042,19,,3,3D,3D02,4600 - 4699 BLOCK OF SEDGWICK STREET NW,SEDGWICK STREET NW,4600,4699,4650,"4650 SEDGWICK STREET NW WASHINGTON, DC",811219,0,2789221,,1,1,0
12063372,NASH ST NE,1,cc66bf2d2b0a4dbb57a674c11cf71d73,2,18,1,1,BD,7,,1,,20,NASH,ST,12063372-12004402_12063372-12004532_12051802_12063372,19,,7,7D,7D01,4400 - 4449 BLOCK OF NASH STREET NE,NASH STREET NE,4400,4449,4425,"4425 NASH STREET NE WASHINGTON, DC",811266,0,2789222,,1,1,0
11087232,U ST NW,1,8c08a4f2dd6da699ec5fbf1e9cb95fd1,1,15,1,0,IB,7,,1,,,U,ST,11087232-11000602_11087232-11016702_11087232,19,,1,1B,1B01,600 - 699 BLOCK OF U STREET NW,U STREET NW,600,699,650,"650 U STREET NW WASHINGTON, DC",813542,0,2789223,,1,1,0
11077542,RUNNYMEDE PL NW,1,a41368a7fc76d61214a8b72521c6b18f,2,16,1,1,BD,7,,1,,20,RUNNYMEDE,PL,11077542-11017812_11077542-11064022_11077542,19,,3,3/4G,3/4G05,3500 - 3599 BLOCK OF RUNNYMEDE PLACE NW,RUNNYMEDE PLACE NW,3500,3599,3550,"3550 RUNNYMEDE PLACE NW WASHINGTON, DC",802966,0,2789224,,1,1,0
12025352,CONSTITUTION AVE NE,1,2c0ac80c6993e7170d2520146565205c,2,16,1,1,BD,7,,1,,20,CONSTITUTION,AVE,12025352-12001502_12025352-12001602_12025352,19,,7,7D,7D08,1500 - 1599 BLOCK OF CONSTITUTION AVENUE NE,CONSTITUTION AVENUE NE,1500,1599,1550,"1550 CONSTITUTION AVENUE NE WASHINGTON, DC",804214,0,2789225,,1,1,0
12032172,ECKINGTON PL NE,1,d046d273aef4522dd417b5343fde5f14,3,36,1,1,BD,5,,1,,20,ECKINGTON,PL,12032172-12032172_12072862-12032172_12073972,17,,5,5F,5F06,1600 - 1626 BLOCK OF ECKINGTON PLACE NE,ECKINGTON PLACE NE,1600,1626,1613,"1613 ECKINGTON PLACE NE WASHINGTON, DC",806181,7,2789226,,1,1,0
12002002,20TH ST NE,1,7c3a7bca1afe98c0e03b2f1582b731b9,2,16,1,1,BD,5,,1,,20,20TH,ST,12002002-12002002_12048752_12075462-12002002_12049272,17,,5,5B,5B06,3100 - 3199 BLOCK OF 20TH STREET NE,20TH STREET NE,3100,3199,3150,"3150 20TH STREET NE WASHINGTON, DC",814505,6,2789227,,1,1,0
12010642,APPLE RD NE,1,a8f736df958d07a24084ad31aaa74e8b,1,16,0,0,BD,7,,5,,20,APPLE,RD,12010642-00001-12010642_12012962,19,,5,5C,5C01,3100 - 3199 BLOCK OF APPLE ROAD NE,APPLE ROAD NE,3100,3199,3150,"3150 APPLE ROAD NE WASHINGTON, DC",800426,0,2789228,,5,26,0
11084562,T ST NW,1,8026ffbc9846659fefd6b64cfc734d2c,2,20,1,1,BD,7,,1,,20,T,ST,11084562-11036722_11084562*1-11024632_11025152_11055122_11084562,19,,1,1C,1C01,2000 - 2099 BLOCK OF T STREET NW,T STREET NW,2000,2099,2050,"2050 T STREET NW WASHINGTON, DC",807782,0,2789229,,1,1,0
11076702,ROCK CREEK CHURCH RD NW,1,0d11e3adf8019c6de545db081a5de1d0,1,16,1,0,IB,5,,1,,,ROCK CREEK CHURCH,RD,11076702-11000702_11076702_11090872-11000802_11076702,17,,1,1E,1E01,700 - 799 BLOCK OF ROCK CREEK CHURCH ROAD NW,ROCK CREEK CHURCH ROAD NW,700,799,750,"750 ROCK CREEK CHURCH ROAD NW WASHINGTON, DC",805827,7,2789230,,1,1,0
11069482,PATTERSON ST NW,1,6cc75957ea33580f1d5777fa6fcca0cd,2,16,1,1,BD,7,,1,,20,PATTERSON,ST,11069482-11069482_11088332-11003132_11069482,19,,4,3/4G,3/4G04,3100 - 3149 BLOCK OF PATTERSON STREET NW,PATTERSON STREET NW,3100,3149,3125,"3125 PATTERSON STREET NW WASHINGTON, DC",808232,0,2789231,,1,1,0
12064222,NEW HAMPSHIRE AVE NE,1,8ad6312e2d9db195fa0bcc08c7c0eba0,4,40,2,2,BD,3,1,1,,30,NEW HAMPSHIRE,AVE,12064222-12064222_12066752-12064222_12067272,14,NHS Non-Interstate,4,4B,4B10,5800 - 5919 BLOCK OF NEW HAMPSHIRE AVENUE NE,NEW HAMPSHIRE AVENUE NE,5800,5919,5860,"5860 NEW HAMPSHIRE AVENUE NE WASHINGTON, DC",800995,4,2789232,,1,1,0
11088072,UPTON ST NW,1,a117a69ef46f45bc0d6482b278231e25,2,18,1,1,BD,7,,1,,20,UPTON,ST,11088072-11003702_11088072-11003802_11088072,19,,3,3A,3A03,3700 - 3799 BLOCK OF UPTON STREET NW,UPTON STREET NW,3700,3799,3750,"3750 UPTON STREET NW WASHINGTON, DC",804459,0,2789233,,1,1,0
12033472,EMERSON ST NE,1,707e2111894662afffe9b87aaada2263,2,18,1,1,BD,7,,1,,20,EMERSON,ST,12033472-12001332_12033472-12001302_12033472,19,,5,5A,5A02,1253 - 1299 BLOCK OF EMERSON STREET NE,EMERSON STREET NE,1253,1299,1276,"1276 EMERSON STREET NE WASHINGTON, DC",813409,0,2789234,,1,1,0
12001102,11TH ST NE,1,2933becb77eb5bb861f5825e71bf7dfb,2,16,1,1,BD,7,,1,,20,11TH,ST,12001102-12001102_12042902-12001102_12023332_12049922,19,,5,5A,5A01,5200 - 5299 BLOCK OF 11TH STREET NE,11TH STREET NE,5200,5299,5250,"5250 11TH STREET NE WASHINGTON, DC",806191,0,2789235,,1,1,0
12076242,RITTENHOUSE ST NE,1,64c48ab35b9bdee446f6a481c3b065d1,2,18,1,1,BD,7,,1,,20,RITTENHOUSE,ST,12076242-12014252_12076242-12064222_12076242,19,,4,4B,4B10,230 - 299 BLOCK OF RITTENHOUSE STREET NE,RITTENHOUSE STREET NE,230,299,265,"265 RITTENHOUSE STREET NE WASHINGTON, DC",816608,0,2789236,,1,1,0
12050892,K ST NE,1,c0b0ab911de8bb16c0a342158aead74a,4,47,2,2,BD,4,,1,,20,K,ST,12050892-12000102_12050892-12000202_12050892,16,,6,6E,6E07,100 - 199 BLOCK OF K STREET NE,K STREET NE,100,199,150,"150 K STREET NE WASHINGTON, DC",806776,7,2789237,,1,1,0
11088462,V ST NW,1,59696cb97d6f6604d72c7ea9005ea163,1,11,0,1,OB,7,,1,,20,V,ST,11088462-11001602_11088462-11001702_11088462,19,,1,1B,1B05,1600 - 1699 BLOCK OF V STREET NW,V STREET NW,1600,1699,1650,"1650 V STREET NW WASHINGTON, DC",802200,0,2789238,,1,1,0
12032502,EDSON PL NE,1,544559e2d00856497a0a62cc7472dd76,2,16,1,1,BD,7,,1,,20,EDSON,PL,12032502-12004502_12032502-12004732_12032502,19,,7,7F,7F04,4500 - 4599 BLOCK OF EDSON PLACE NE,EDSON PLACE NE,4500,4599,4550,"4550 EDSON PLACE NE WASHINGTON, DC",800960,0,2789239,,1,1,0
12015992,BLADENSBURG RD NE,1,f9da683440bbc9653ec5df68d672ad44,6,59,3,3,BD,4,,1,,30,BLADENSBURG,RD,12015992-12002532_12015992_12088462-12002602_12015992,16,,5,5C,5C02,2300 - 2399 BLOCK OF BLADENSBURG ROAD NE,BLADENSBURG ROAD NE,2300,2399,2350,"2350 BLADENSBURG ROAD NE WASHINGTON, DC",814905,7,2789240,,1,1,0
12003402,34TH ST NE,1,41d95b3703b3ed1d90a99582a0f4dce2,2,16,1,1,BD,7,,1,,20,34TH,ST,12003402-12003402_12012222-12003402_12023722,19,,7,7D,7D04,224 - 299 BLOCK OF 34TH STREET NE,34TH STREET NE,224,299,262,"262 34TH STREET NE WASHINGTON, DC",812123,0,2789241,,1,1,0
12001002,10TH ST NE,1,a892c776af7ccedae174161a950e93cc,2,20,1,1,BD,7,,1,,20,10TH,ST,12001002-12001002_12069942-12001002_12069872,19,,5,5B,5B05,3726 - 3799 BLOCK OF 10TH STREET NE,10TH STREET NE,3726,3799,3763,"3763 10TH STREET NE WASHINGTON, DC",802831,0,2789242,,1,1,0
12074682,RANDOLPH ST NE,1,a3a6593f5ae777a64c33c55191b44aae,2,20,1,1,BD,5,,1,,25,RANDOLPH,ST,12074682-12018982_12074682-12002532_12074682,17,,5,5B,5B01,2400 - 2499 BLOCK OF RANDOLPH STREET NE,RANDOLPH STREET NE,2400,2499,2450,"2450 RANDOLPH STREET NE WASHINGTON, DC",801315,6,2789243,,1,1,0
12019822,C ST NE,1,58add845ee5c947b8fb908cd3b88f90b,1,16,0,1,OB,7,,3,,20,C,ST,12019822-12019822_12028662_58010262-12000102_12019822,19,,6,6C,6C02,1 - 99 BLOCK OF C STREET NE,C STREET NE,1,99,50,"50 C STREET NE WASHINGTON, DC",807818,0,2789244,,3,60,0
12074032,QUINCY ST NE,1,d6f79277bc118b01ebb175a4fd2cd0d0,2,16,1,1,BD,7,,1,,20,QUINCY,ST,12074032-12001302_12074032-12001402_12074032,19,,5,5B,5B02,1300 - 1399 BLOCK OF QUINCY STREET NE,QUINCY STREET NE,1300,1399,1350,"1350 QUINCY STREET NE WASHINGTON, DC",801509,0,2789245,,1,1,0
12042902,HAMILTON ST NE,1,0e866a2d4588afe3b805fe40ce6dc378,2,18,1,1,BD,7,,1,,20,HAMILTON,ST,12042902-12000802_12042902-12001102_12042902,19,,5,5A,5A01,800 - 1099 BLOCK OF HAMILTON STREET NE,HAMILTON STREET NE,800,1099,950,"950 HAMILTON STREET NE WASHINGTON, DC",804968,,2789246,,1,1,0
12001502,15TH ST NE,1,caca93b76e79b1c2346762c152850013,1,11,0,1,OB,5,,1,,25,15TH,ST,12001502-12001502*1_12034382-12001502_12085212,17,,6,6A,6A06,,,,,0,"0  WASHINGTON, DC",,7,2789247,,1,1,0
12052062,KENNEDY ST NE,1,6cff63980faef77bb0ce968885921ce6,2,18,1,1,BD,7,,1,,20,KENNEDY,ST,12052062-12000502_12052062-12023332_12052062,19,,4,4B,4B09,429 - 599 BLOCK OF KENNEDY STREET NE,KENNEDY STREET NE,429,599,514,"514 KENNEDY STREET NE WASHINGTON, DC",811350,0,2789248,,1,1,0
12050892,K ST NE,1,c5b19b9cf7bc8891aa27eba3e30301dd,2,18,1,1,BD,7,,1,,20,K,ST,12050892-12001732_12050892-12001702_12050892,19,,5,5D,5D06,1638 - 1699 BLOCK OF K STREET NE,K STREET NE,1638,1699,1669,"1669 K STREET NE WASHINGTON, DC",808626,0,2789249,,1,1,0
12021642,CENTRAL PL NE,1,ebecd5bca749bb02c5297f3ee4d3b73c,1,10,0,1,OB,7,,1,,20,CENTRAL,PL,12021642-12020342_12021642-12021642_12039132,19,,5,5D,5D02,1800 - 1899 BLOCK OF CENTRAL PLACE NE,CENTRAL PLACE NE,1800,1899,1850,"1850 CENTRAL PLACE NE WASHINGTON, DC",801139,0,2789250,,1,1,0
11080212,SHERIER PL NW,1,59d4e7ced3c1ae2c58b19bcf15425528,2,16,1,1,BD,7,,1,,25,SHERIER,PL,11080212-11027172_11080212-11032372_11080212,19,,3,3D,3D05,5100 - 5199 BLOCK OF SHERIER PLACE NW,SHERIER PLACE NW,5100,5199,5150,"5150 SHERIER PLACE NW WASHINGTON, DC",805963,0,2789251,,1,1,0
12051801,KENILWORTH AVE NE,1,19398b7f72bcd57549e7e79664734738,3,36,3,0,IB,2,1,1,,,KENILWORTH,AVE,12051801-12012222_12051801-00002,12,NHS Non-Interstate,7,7D,7D01,1500 - 1599 BLOCK OF KENILWORTH AVENUE NE,KENILWORTH AVENUE NE,1500,1599,1550,"1550 KENILWORTH AVENUE NE WASHINGTON, DC",805987,4,2789252,,1,1,0
