OBJECTID,TRACT,BLKGRP,GEOID,GID,UTC_AC06,UTC_PCT06,UTC_AC11,UTC_PCT11,PCT_CHG_06,PCT_CHG_11,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,ENRGY_CON,STRM_WTR,UHI,LAND_OWN,WLDLF_CON,ASTHMA,CARDIO,MNTL_HLTH,OBESITY,INSURANCE,POP_UNDER,HOMEOWNR,OVERALL,LOW_UTC,POS_UTC,TRACT_1,TRACT_2,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
177,000702,3,110010007023,16,6.47,34.0168244,6.03,31.70347003,4.55385348,6.86720785,19.02,19.02,7.48,39.32,1.47,7.72,4.14,21.78,10.07,52.96,2.69,14.17,1.4,7.38,0.57,3.02,1.26,6.62,0,0,0,0,7.48,39.32,1.46,7.66,3.44,18.11,1.99,10.45,0,0.01,8.1,42.58,8.09,42.57,0,0,0,0,7.34,38.59095689,0.14,0.72904311,9.05587476,10.44874257,31.42201582,0.02479926,5.503406,8.7,2.2,10,18.2,5.7,0.29130435,8.1,9.83013993,60.68,18.11,11001000702,11001000702,UTC_BlockGroupPly2010_2020_16,{2F4F1E28-743C-4C30-9309-1AC0D73EF7F2},0,0
178,000702,2,110010007022,15,4.24,23.50332594,4.23,23.3960177,6.41924043,6.52654867,18.09,18.09,5.43,30.02,1.59,8.8,4.3,23.79,11.07,61.18,1.95,10.79,1.6,8.87,1.68,9.29,1.53,8.44,0,0,0,0,5.43,30.02,1.57,8.69,4.87,26.9,3.29,18.21,0.01,0.05,7.79,43.08,7.78,43.02,0,0,0,0,5.41,29.90602543,0.02,0.11397457,1.7352474,18.20905247,31.14689594,0,9.18494946,8.7,2.2,10,18.2,5.7,0.40163934,8.1,10.41045164,69.98,26.9,11001000702,11001000702,UTC_BlockGroupPly2010_2020_15,{E93F83E9-B03A-4139-A035-7D61A8B25CB1},0,0
179,000501,2,110010005012,25,32.54,41.68588265,32.42,41.52151639,-0.20963105,-0.04526479,78.1,77.97,34.24,43.84,10.85,13.89,16.2,20.75,32.87,42.08,7.63,9.77,2.74,3.5,3.38,4.33,2.91,3.73,0.14,0.1736957,0.01,0.01,34.24,43.92,10.76,13.8,16.96,21.75,6.2,7.96,0.01,0.01,26.77,34.33,26.75,34.31,0.01,0.01,0.14,0.17,32.31,41.43901501,1.93,2.48098499,1.31651841,9.46252795,31.31459183,0.17128582,11.84040753,8.1,2,8.2,15.7,3.8,0.04413732,5.1,9.26272953,56.08,21.75,11001000501,11001000501,UTC_BlockGroupPly2010_2020_25,{9E2224F9-B8CD-4868-AF05-F76F694C2749},0,0
180,000702,1,110010007021,14,15.39,43.62244898,12.62,35.77097506,1.91199956,9.76347348,35.28,35.28,15.38,43.6,5.09,14.44,5.72,16.23,14.8,41.96,2.96,8.39,2.54,7.2,1.32,3.73,2.26,6.42,0,0,0,0,15.38,43.6,3.69,10.45,7.53,21.35,3.84,10.89,1.39,3.94,12.37,35.05,10.98,31.11,0,0,0,0,16.06,45.52154195,-0.68,-1.92154195,3.03792367,10.89280865,31.01046989,3.40198762,14.50344996,8.7,2.2,10,18.2,5.7,0.07886677,8.1,9.9023181,56.4,21.35,11001000702,11001000702,UTC_BlockGroupPly2010_2020_14,{026A4C16-53F6-4FB4-9F3F-270DD90AC6F9},0,0
181,003900,4,110010039004,178,2.82,23.20987654,3.32,27.32510288,2.38683128,-1.72839506,12.15,12.15,3.44,28.32,0.48,3.99,4.82,39.67,8.23,67.69,1.31,10.78,0.17,1.43,0.39,3.23,1.53,12.58,0,0,0,0,3.44,28.32,0.48,3.95,1.05,8.64,0.57,4.7,0,0,7.66,63.04,7.66,63.04,0,0,0,0,3.11,25.59670782,0.33,2.72329218,0.6495965,4.69855735,32.56939144,0.62140006,4.50633251,8.2,2.1,8.6,18.6,4.8,0.04435484,6.6,9.06867435,71.68,8.64,11001003900,11001003900,UTC_BlockGroupPly2010_2020_178,{E88C81B1-BF62-4CCA-91AA-4EA2BDF21F07},0,0
182,009204,1,110010092041,392,5.89,19.30514585,7.06,23.13995411,3.2776139,-0.55719436,30.51,30.51,5.12,16.78,3.31,10.86,6.26,20.51,22.07,72.36,5.56,18.23,0.51,1.68,1.23,4.04,8.51,27.9,0,0,0,0,5.12,16.78,2.92,9.57,4.66,15.29,1.74,5.72,0.38,1.25,20.72,67.93,20.34,66.68,0,0,0,0,6.89,22.58275975,-1.77,-5.80275975,3.79124241,5.7188687,33.17800072,1.13948879,0,12.3,7,15,34.8,14.1,0.22786177,4.3,11.26232661,83.22,15.29,11001009204,11001009204,UTC_BlockGroupPly2010_2020_392,{5C543BC9-9686-4F2C-B774-2205428EA1DE},0,0
183,009204,2,110010092042,393,4.63,10.43262731,6.64,14.96169446,5.02478594,0.49571879,44.38,44.38,6.22,14.01,3.78,8.53,10.23,23.05,34.38,77.46,3.15,7.11,11.44,25.77,3.1,6.99,6.45,14.54,0,0,0,0.01,6.22,14.01,3.68,8.3,18.25,41.13,14.57,32.83,0.06,0.13,19.91,44.86,19.85,44.73,0,0.01,0,0,6.86,15.45741325,-0.64,-1.44741325,7.22243592,32.82930486,33.27970018,1.79135043,0,12.3,7,15,34.8,14.1,0.37887252,4.3,12.99349768,85.99,41.13,11001009204,11001009204,UTC_BlockGroupPly2010_2020_393,{ED91F206-A0F1-4314-A7C9-94F4280AD4D9},0,0
184,009102,2,110010091022,387,34.02,9.58985201,35.7,10.06342495,2.55878483,2.08521189,354.74,354.68,37.17,10.48,23.75,6.69,62.5,17.62,293.75,82.81,38.89,10.96,79.17,22.32,12.33,3.48,100.85,28.43,0.05,0.01518556,0.02,0.01,37.17,10.48,23.59,6.65,115.24,32.49,91.65,25.84,0.01,0,202.27,57.03,202.24,57.02,0.02,0.01,0.05,0.02,43.09,12.14897936,-5.92,-1.66897936,1.31418768,26.02969663,33.65517484,4.27717243,2.23655026,11.9,6.4,13.9,35.2,10.7,0.48393855,10,12.68591945,89.52,32.49,11001009102,11001009102,UTC_BlockGroupPly2010_2020_387,{6D2BE66B-18E5-49F6-A934-71FF6FA3F00E},0,0
185,009102,3,110010091023,388,5.83,15.88123127,7.56,20.59384364,9.10514475,4.39253238,36.71,36.71,8.4,22.89,7.83,21.32,6.8,18.52,20.47,55.78,4.41,12.01,2.11,5.75,2.24,6.1,4.92,13.39,0,0,0.01,0.01,8.4,22.89,7.56,20.6,11.95,32.55,4.38,11.94,0.23,0.62,16.36,44.56,16.12,43.92,0.01,0.01,0,0,9.17,24.9795696,-0.77,-2.0895696,11.57188485,11.94466084,33.30402574,9.72526732,0,11.9,6.4,13.9,35.2,10.7,0.60382514,10,12.51570618,77.11,32.55,11001009102,11001009102,UTC_BlockGroupPly2010_2020_388,{A7205465-A3F0-493F-B388-E8A2D29B74C6},0,0
186,003500,2,110010035002,165,5.84,9.15934755,6.99,10.9629862,2.4153074,0.61166876,63.76,63.76,7.74,12.15,8.39,13.16,15.41,24.16,47.61,74.66,9.77,15.32,10.37,16.26,5.57,8.74,6.49,10.17,0,0,0.02,0.03,7.74,12.15,5.28,8.29,21.27,33.36,15.99,25.07,3.07,4.81,34.75,54.5,31.66,49.66,0.02,0.03,0,0,7.38,11.57465496,0.36,0.57534504,0.87600659,25.0705772,33.02064863,13.55532062,0,11.3,2.3,13.3,23.5,9.3,0.37123746,5.9,11.74417267,87.85,33.36,11001003500,11001003500,UTC_BlockGroupPly2010_2020_165,{44D13F33-B3BC-41A8-9483-5E6F093DED2D},0,0
187,003600,1,110010036001,166,1.15,6.12027674,2.08,11.06971794,7.0782331,2.12879191,18.79,18.79,2.84,15.12,0.76,4.05,6.7,35.63,15.19,80.83,3.11,16.57,1.47,7.84,1.15,6.1,2.76,14.69,0,0,0,0,2.84,15.12,0.75,3.97,3.38,17.99,2.63,14.02,0,0,12.57,66.89,12.57,66.89,0,0,0,0,2.48,13.19850985,0.36,1.92149015,5.06513239,14.01885772,33.25296124,0,0,8.8,2.6,9.5,22.1,7.2,0.11743981,5,10.09167225,84.88,17.99,11001003600,11001003600,UTC_BlockGroupPly2010_2020_166,{521219AE-29FC-4351-AB11-AFF9FAF2D6C7},0,0
188,003700,1,110010037001,169,1.22,8.05280528,1.77,11.68316832,3.76237624,0.1320132,15.15,15.15,2.4,15.85,0.85,5.59,5.08,33.5,11.9,78.55,2.4,15.86,1.16,7.63,1.04,6.86,2.23,14.7,0,0,0,0,2.4,15.85,0.83,5.45,3.03,19.99,2.2,14.54,0.01,0.09,9.72,64.16,9.71,64.07,0,0,0,0,1.79,11.81518152,0.61,4.03481848,7.33075682,14.53599445,32.92798004,2.89967166,0.86536599,10,2.6,12.6,24.4,10.3,0.17823344,4.5,10.73502695,84.15,19.99,11001003700,11001003700,UTC_BlockGroupPly2010_2020_169,{5A559647-834A-4913-8A30-23CE5F457463},0,0
189,009203,2,110010092032,391,11.09,20.34489085,14.49,26.58227848,6.20069712,-0.03669052,54.52,54.52,13.4,24.57,9.87,18.1,11,20.17,31.17,57.17,10.12,18.57,0.38,0.71,1.69,3.1,7.97,14.62,0,0,0.09,0.16,13.4,24.57,9.81,17.99,11.87,21.77,2.06,3.78,0.04,0.08,29.25,53.66,29.12,53.42,0.09,0.16,0,0,14.47,26.540719,-1.07,-1.970719,1.81567624,3.78114036,32.96405006,0.00080336,0,11.2,4.9,12,29.5,9.8,0.20961538,22.4,10.83901789,75.43,21.77,11001009203,11001009203,UTC_BlockGroupPly2010_2020_391,{498E457A-02D3-4F95-A85F-FBA3027AC8B2},0,0
